TABLE_NAME,COLUMN_NAME
S_INV_HIV_INC,NBS_CASE_ANSWER_UID
S_INV_HIV_INC,PAGE_CASE_UID
S_INV_ISOLATE_TRACKING,NBS_CASE_ANSWER_UID
S_INV_ISOLATE_TRACKING,PAGE_CASE_UID
S_INV_ISOLATE_TRACKING_INC,NBS_CASE_ANSWER_UID
S_INV_ISOLATE_TRACKING_INC,PAGE_CASE_UID
S_INV_LAB_FINDING,NBS_CASE_ANSWER_UID
S_INV_LAB_FINDING,PAGE_CASE_UID
S_INV_LAB_FINDING_INC,NBS_CASE_ANSWER_UID
S_INV_LAB_FINDING_INC,PAGE_CASE_UID
S_INV_MEDICAL_HISTORY,NBS_CASE_ANSWER_UID
S_INV_MEDICAL_HISTORY,PAGE_CASE_UID
S_INV_MEDICAL_HISTORY_INC,NBS_CASE_ANSWER_UID
S_INV_MEDICAL_HISTORY_INC,PAGE_CASE_UID
S_INV_MOTHER,NBS_CASE_ANSWER_UID
S_INV_MOTHER,PAGE_CASE_UID
S_INV_MOTHER_INC,NBS_CASE_ANSWER_UID
S_INV_MOTHER_INC,PAGE_CASE_UID
S_INV_OTHER,NBS_CASE_ANSWER_UID
S_INV_OTHER,PAGE_CASE_UID
S_INV_OTHER_INC,NBS_CASE_ANSWER_UID
S_INV_OTHER_INC,PAGE_CASE_UID
S_INV_PATIENT_OBS,NBS_CASE_ANSWER_UID
S_INV_PATIENT_OBS,PAGE_CASE_UID
S_INV_PATIENT_OBS_INC,NBS_CASE_ANSWER_UID
S_INV_PATIENT_OBS_INC,PAGE_CASE_UID
S_INV_PREGNANCY_BIRTH,NBS_CASE_ANSWER_UID
S_INV_PREGNANCY_BIRTH,PAGE_CASE_UID
S_INV_PREGNANCY_BIRTH_INC,NBS_CASE_ANSWER_UID
S_INV_PREGNANCY_BIRTH_INC,PAGE_CASE_UID
S_INV_RESIDENCY,NBS_CASE_ANSWER_UID
S_INV_RESIDENCY,PAGE_CASE_UID
S_INV_RESIDENCY_INC,NBS_CASE_ANSWER_UID
S_INV_RESIDENCY_INC,PAGE_CASE_UID
S_INV_RISK_FACTOR,NBS_CASE_ANSWER_UID
S_INV_RISK_FACTOR,PAGE_CASE_UID
S_INV_RISK_FACTOR_INC,NBS_CASE_ANSWER_UID
S_INV_RISK_FACTOR_INC,PAGE_CASE_UID
S_INV_SOCIAL_HISTORY,NBS_CASE_ANSWER_UID
S_INV_SOCIAL_HISTORY,PAGE_CASE_UID
S_INV_SOCIAL_HISTORY_INC,NBS_CASE_ANSWER_UID
S_INV_SOCIAL_HISTORY_INC,PAGE_CASE_UID
S_INV_SYMPTOM,NBS_CASE_ANSWER_UID
S_INV_SYMPTOM,PAGE_CASE_UID
S_INV_SYMPTOM,SYM_EXTRAVASC_FLUID_ACCUM
S_INV_SYMPTOM_INC,NBS_CASE_ANSWER_UID
S_INV_SYMPTOM_INC,PAGE_CASE_UID
S_INV_SYMPTOM_INC,SYM_EXTRAVASC_FLUID_ACCUM
S_INV_TRAVEL,NBS_CASE_ANSWER_UID
S_INV_TRAVEL,PAGE_CASE_UID
S_INV_TRAVEL_INC,NBS_CASE_ANSWER_UID
S_INV_TRAVEL_INC,PAGE_CASE_UID
S_INV_TREATMENT,NBS_CASE_ANSWER_UID
S_INV_TREATMENT,PAGE_CASE_UID
S_INV_TREATMENT_INC,NBS_CASE_ANSWER_UID
S_INV_TREATMENT_INC,PAGE_CASE_UID
S_INV_UNDER_CONDITION,NBS_CASE_ANSWER_UID
S_INV_UNDER_CONDITION,PAGE_CASE_UID
S_INV_UNDER_CONDITION_INC,NBS_CASE_ANSWER_UID
S_INV_UNDER_CONDITION_INC,PAGE_CASE_UID
S_INV_VACCINATION,NBS_CASE_ANSWER_UID
S_INV_VACCINATION,PAGE_CASE_UID
S_INV_VACCINATION_INC,NBS_CASE_ANSWER_UID
S_INV_VACCINATION_INC,PAGE_CASE_UID
S_INVESTIGATION,CASE_UID
S_INVESTIGATION_REPEAT,LAB_LINKING_UID
S_INVESTIGATION_REPEAT,PAGE_CASE_UID
S_INVESTIGATION_REPEAT,PARENT_UID
S_INVESTIGATION_REPEAT_INC,LAB_LINKING_UID
S_INVESTIGATION_REPEAT_INC,PAGE_CASE_UID
S_INVESTIGATION_REPEAT_INC,PARENT_UID
S_LDF_DIMENSIONAL_DATA,custom_subform_metadata_uid
S_LDF_DIMENSIONAL_DATA,INVESTIGATION_UID
S_LDF_DIMENSIONAL_DATA,ldf_uid
S_MOVE_CNTRY,NBS_CASE_ANSWER_UID
S_MOVE_CNTRY,TB_PAM_UID
S_MOVE_CNTY,NBS_CASE_ANSWER_UID
S_MOVE_CNTY,TB_PAM_UID
S_MOVE_STATE,NBS_CASE_ANSWER_UID
S_MOVE_STATE,TB_PAM_UID
S_MOVED_WHERE,NBS_CASE_ANSWER_UID
S_MOVED_WHERE,TB_PAM_UID
S_ORGANIZATION,ORGANIZATION_UID
S_OUT_OF_CNTRY,NBS_CASE_ANSWER_UID
S_OUT_OF_CNTRY,TB_PAM_UID
S_PATIENT,PATIENT_MPR_UID
S_PATIENT,PATIENT_UID
S_PCR_SOURCE,NBS_CASE_ANSWER_UID
S_PCR_SOURCE,VAR_PAM_UID
S_PLACE,PLACE_LOCATOR_UID
S_PLACE,PLACE_POSTAL_UID
S_PLACE,PLACE_TELE_LOCATOR_UID
S_PLACE,PLACE_UID
S_PROVIDER,PROVIDER_UID
S_RASH_LOC_GEN,NBS_CASE_ANSWER_UID
S_RASH_LOC_GEN,VAR_PAM_UID
S_SMR_EXAM_TY,NBS_CASE_ANSWER_UID
S_SMR_EXAM_TY,TB_PAM_UID
S_TB_HIV,TB_PAM_UID
S_TB_PAM,TB_PAM_UID
S_TB_PAM_ACT_ENTITY,ENTITY_UID
S_TB_PAM_ACT_ENTITY,TB_PAM_ACT_ENTITY_UID
S_TB_PAM_ACT_ENTITY,TB_PAM_UID
S_UPDATED_LAB,OBSERVATION_UID
S_VACCINATION,VACCINATION_UID
S_VAR_PAM,VAR_PAM_UID
S_VAR_PAM_ACT_ENTITY,ENTITY_UID
S_VAR_PAM_ACT_ENTITY,VAR_PAM_ACT_ENTITY_UID
S_VAR_PAM_ACT_ENTITY,VAR_PAM_UID
SAS_PLACE_UID_COLL,PLACE_UID
SAS_S_PLACE_POSTALA,ENTITY_UID
SAS_S_PLACE_POSTALA,PLACE_POSTAL_UID
SAS_S_PLACE_POSTALA,PLACE_UID
SAS_S_PLACE_TELE,ENTITY_UID
SAS_S_PLACE_TELE,PLACE_TELE_LOCATOR_UID
SAS_S_PLACE_TELE,PLACE_UID
STAGING_KEY_REPT_FINAL,PAGE_CASE_UID
TB_PAM_LDF,TB_PAM_UID
TEST_RESULT_GROUPING,LAB_TEST_UID
TREATMENT,TREATMENT_UID
UPDATED_LAB_TEST_LIST,LAB_TEST_UID
UPDATED_OBSERVATION_LIST,OBSERVATION_UID
USER_PROFILE,PROVIDER_UID
VAR_PAM_LDF,VAR_PAM_UID
